,User-ID,Location,Age
83666,83667,"liss, , united kingdom",
138093,138094,"santander, cantabria, spain",21.0
117851,117852,"stamford, connecticut, usa",34.0
24078,24079,"new york, new york, usa",
176563,176564,"new york, new york, usa",21.0
231734,231735,"philadelphia, pennsylvania, usa",
35793,35794,"westlake village, california, usa",
125389,125390,"barcelona, mecklenburg-vorpommern, spain",56.0
49320,49321,"são paulo, são paulo, brazil",32.0
172735,172736,"tandil, buenos aires, argentina",38.0
275447,275448,"naples, campania, italy",36.0
186569,186570,"rantoul, illinois, usa",28.0
182695,182696,"huntington beach, california, usa",
247700,247701,"aviles, asturias, spain",28.0
139545,139546,"milton keynes, england, united kingdom",30.0
7198,7199,"marietta, georgia, usa",
63941,63942,"melbourne, victoria, australia",
89495,89496,"coopersville, michigan, usa",48.0
182093,182094,"lisboa, \n/a\"", portugal""",52.0
226150,226151,"berlin, berlin, germany",27.0
91815,91816,"fayetteville, pennsylvania, usa",
253204,253205,"40 000 cakovec, alberta, croatia",
15820,15821,"swannanoa, north carolina, usa",
33193,33194,"memphis, tennessee,",
10613,10614,"rawang, selangor, malaysia",
179008,179009,"poteau, oklahoma, usa",34.0
152419,152420,"burwood, victoria, australia",16.0
78605,78606,"singapore, n/a, singapore",15.0
246293,246294,"boston, massachusetts, usa",
35536,35537,"goshen, indiana, usa",14.0
65991,65992,"mettmann, nordrhein-westfalen, germany",41.0
114348,114349,"ottawa, ontario, canada",
256959,256960,"el sobrante, california, usa",34.0
96192,96193,"vitoria, euskadi, spain",22.0
235193,235194,"aberdeen, scotland, united kingdom",
98763,98764,"kihei, hawaii, usa",45.0
172962,172963,"alexandria, virginia, usa",25.0
208199,208200,"raleigh, north carolina, usa",
264469,264470,"barcelona, barcelona, spain",27.0
40731,40732,"newburgh, indiana, usa",
268365,268366,"brookline, massachusetts, usa",71.0
37796,37797,"vancouver, british columbia, canada",
118203,118204,"kenosha, wisconsin, usa",
275755,275756,"hudson, illinois, usa",32.0
30726,30727,"grossenhain, sachsen, germany",26.0
139629,139630,"northport, alabama, usa",
61297,61298,"gainesville, florida, usa",47.0
140527,140528,"barcelona, barcelona, spain",31.0
103058,103059,"des moines, washington, usa",
240226,240227,"salinas, california, usa",47.0
278471,278472,"biel-benken bl/schweiz, alabama, switzerland",81.0
255286,255287,"wilsonville, oregon, usa",44.0
167363,167364,"cannero riviera (vb), piemonte, italy",
48413,48414,"qualicum beach, british columbia, canada",61.0
32483,32484,"bronx, new york, usa",
39490,39491,"lynnwood, washington, usa",21.0
45579,45580,"san antonio, texas, usa",
252460,252461,"gadsden, alabama, usa",
75871,75872,"stamford, connecticut, usa",
99190,99191,"saint paul, minnesota, usa",46.0
146829,146830,"paris, paris, france",28.0
98796,98797,"memphis, tennessee, usa",51.0
95291,95292,"north sydney, new south wales, australia",32.0
235050,235051,"merzhausen, baden-wuerttemberg, germany",42.0
266422,266423,"seattle, washington, usa",
26,27,"chicago, illinois, usa",32.0
109552,109553,"toronto, ontario, canada",25.0
250478,250479,"munich, bayern, germany",24.0
267481,267482,"cheenai, tamil nadu, india",
91267,91268,"missouri city, texas, usa",
45488,45489,"pavia, lombardia, italy",29.0
49845,49846,"grand rapids, michigan, usa",
195583,195584,"london, england, united kingdom",
122424,122425,"bedford, massachusetts, usa",
57913,57914,"helsinki, uusimaa, finland",17.0
187500,187501,"los altos, california, usa",
147938,147939,"leeds, england, united kingdom",
183730,183731,"rheinstetten, baden-württemberg, germany",24.0
70538,70539,"st. petersburg, florida, usa",
253859,253860,"roma, lazio, italy",29.0
141567,141568,"hellsinki, europe, finland",21.0
162745,162746,"london, england, united kingdom",41.0
165568,165569,"beograd, srbija, yugoslavia",
235900,235901,"milwaukee, wisconsin, usa",34.0
247047,247048,"san isidro, buenos aires, argentina",49.0
82431,82432,"courtenay, bc, british columbia, canada",
73914,73915,"milwaukee, wisconsin, usa",22.0
175421,175422,"san francisco, california, usa",29.0
172997,172998,"manchester, england, united kingdom",21.0
150882,150883,"seville, seville, spain",44.0
77299,77300,"surrey, england, united kingdom",18.0
153733,153734,"syracuse, new york, usa",
269597,269598,"doylestown, pennsylvania, usa",37.0
204165,204166,"salt spring island, british columbia, canada",
27610,27611,"yonkers, new york, usa",
52076,52077,"stockholm, n7a, sweden",
8968,8969,"athens, west virginia, greece",
110960,110961,"whitley city, kentucky, usa",
93855,93856,"beaver, pennsylvania, usa",
10649,10650,"berlin, berlin, germany",43.0
20322,20323,"wolfenbüttel, niedersachsen, germany",26.0
21405,21406,"st. louis, missouri, usa",
110804,110805,"porto, porto, portugal",
138116,138117,"ocean springs, mississippi, usa",33.0
25231,25232,"coquitlam, british columbia, canada",43.0
183973,183974,"helsinki, uusimaa, finland",
48213,48214,"las vegas, nevada, usa",
155003,155004,"richmond, virginia, usa",46.0
158382,158383,"naucalpan de juárez, estado de méxico, mexico",24.0
182576,182577,"paris, n/a, france",25.0
246766,246767,"highland, california, usa",44.0
243440,243441,"boulder, colorado, usa",57.0
63513,63514,"montreal, quebec, quebec, canada",51.0
93350,93351,"san jose, california, usa",58.0
96996,96997,"petaling jaya, selangor darul ehsan, malaysia",16.0
107185,107186,"munich, bavaria, germany",33.0
22229,22230,"rome, lazio, italy",
113404,113405,"encinitas, california, usa",68.0
42710,42711,"stanton, kentucky, usa",41.0
25527,25528,"ottawa, ontario, canada",31.0
16584,16585,"prince george, british columbia, canada",26.0
172152,172153,"st.george, n/a, barbados",17.0
60070,60071,"hexham, england, united kingdom",46.0
122208,122209,"pittsburgh, pennsylvania, usa",33.0
107486,107487,"north stonington, connecticut, usa",
32642,32643,"venice, california, usa",52.0
165270,165271,"haughton, louisiana,",18.0
22512,22513,"kansas city, missouri, usa",
124181,124182,"angeles, pampanga, philippines",38.0
112163,112164,"madrid, bayern, spain",43.0
223531,223532,"riyadh, puerto rico, saudi arabia",51.0
232650,232651,"beijing, beijing, china",29.0
122855,122856,"sheboygan, wisconsin, usa",
261481,261482,"toronto, ontario, canada",
12577,12578,"san diego, california, usa",26.0
42121,42122,"croydon, england, united kingdom",38.0
20218,20219,"barcelona, barcelona, spain",30.0
68937,68938,"seattle, washington, usa",
244844,244845,"cardiff, wales, united kingdom",35.0
277302,277303,"accra ghana, alabama, ghana",
209203,209204,"washington, dc, usa",37.0
265137,265138,"largo, florida, usa",
16624,16625,"badhoevedorp, n/a, netherlands",
277217,277218,"bowling green, kentucky, usa",
19108,19109,"fresno, california, usa",17.0
77430,77431,"des moines, ia, iowa, usa",75.0
237623,237624,"toulouse, midi-pyrénées, france",56.0
2485,2486,"aachen, nordrhein-westfalen, germany",
166013,166014,"milton keynes, england, united kingdom",17.0
155940,155941,"paignton, devon, united kingdom",
162937,162938,"brisbane, queensland, australia",33.0
265212,265213,"santa barbara, california,",
165008,165009,"waterford, michigan, usa",
229473,229474,"mc kenzie, tennessee, usa",
72621,72622,"valencia, vermont, spain",47.0
257189,257190,"port angeles, washington, usa",65.0
137470,137471,"hinsdale, illinois, usa",
196547,196548,"ellington, prince edward island, canada",17.0
187162,187163,"sun city, arizona, usa",62.0
126338,126339,"leeds, england, united kingdom",41.0
140843,140844,"kiel, schleswig-holstein, germany",16.0
208192,208193,"rinard, illinois, usa",
273134,273135,"castro valley, california, usa",
17070,17071,"örebro, närke, sweden",58.0
154368,154369,"fond du lac, wisconsin, usa",
198517,198518,"galloway, new jersey, usa",14.0
37407,37408,"cairo, n/a, egypt",62.0
41153,41154,"montrove - oleiros, a coruña, spain",40.0
26672,26673,"clayton, ohio, usa",42.0
266035,266036,"las vegas, nevada, usa",59.0
219165,219166,"mumbai, idaho, india",34.0
253131,253132,"villastellone, piemonte, italy",
77048,77049,"segovia, castilla, spain",23.0
52542,52543,"friedberg, bayern, germany",25.0
210875,210876,"amherst, massachusetts, usa",
6738,6739,"são paulo, sp, brazil",34.0
24397,24398,"turin, piemonte, italy",30.0
69094,69095,"coruña, galicia, spain",22.0
48000,48001,"toronto, ontario, canada",
49560,49561,"cork, co. cork, ireland",33.0
215926,215927,"edmonton, alberta, canada",
81304,81305,"waterloo, ontario, canada",
190782,190783,"plano, texas, usa",60.0
242647,242648,"belleville, michigan, usa",37.0
115264,115265,"henley-on-thames, oxon, united kingdom",36.0
214643,214644,"homer, alaska, usa",24.0
181571,181572,"porto alegre, rio grande do sul, brazil",24.0
80087,80088,"seattle, washington, usa",
66627,66628,"atlanta, georgia, usa",57.0
208205,208206,"bonifay, florida, usa",40.0
44719,44720,"victoria, british columbia, canada",33.0
263264,263265,"beograd, srbija, yugoslavia",
189687,189688,"chalfont, pennsylvania, usa",
44910,44911,"anchorage, alaska, usa",
236496,236497,"ljubljana, n/a, slovenia",25.0
193038,193039,"vancouver, british columbia, canada",58.0
36045,36046,"new orleans, louisiana, usa",28.0
199837,199838,"madrid, maine, spain",30.0
211448,211449,"oxford, oxford, united kingdom",
198169,198170,"st. louis, missouri, usa",
35123,35124,"mission viejo, california, usa",33.0
119056,119057,"port moody, british columbia, canada",
236211,236212,"chico, california, usa",71.0
167470,167471,"milton, ontario, canada",29.0
231041,231042,"havant, uk, n/a, united kingdom",41.0
181347,181348,"west des moines, iowa, usa",39.0
155293,155294,"agde, languedoc-roussilion, france",
262785,262786,"zurich, \n/a\"", switzerland""",
156430,156431,"verona, pennsylvania, usa",
219381,219382,"christchurch, south island, new zealand",
92049,92050,"newmarket, new hampshire, usa",
276876,276877,"tarragona, huesca, spain",19.0
56028,56029,"san sebastian, guipuzcoa, spain",25.0
269890,269891,"coral gables, florida, usa",
171950,171951,"virginia beach, virginia, usa",
83376,83377,"wasilla, alaska, usa",26.0
140581,140582,"san pedro sula, n/a, honduras",8.0
146637,146638,"westhaven, california, usa",
168179,168180,"san bernardino, california, usa",36.0
250995,250996,"bakersfield, california, usa",
244563,244564,"west allis, wisconsin, usa",26.0
239366,239367,"middelburg, zeeland, netherlands",41.0
166085,166086,"wolfsberg, kärnten,",16.0
68331,68332,"edmonton, alberta, canada",49.0
247727,247728,"maple ridge, british columbia, canada",27.0
205462,205463,"sydney, nsw, australia",36.0
31451,31452,"lockport, new york, usa",
227589,227590,"madrid, madrid, spain",29.0
169901,169902,"las vegas, nevada, usa",27.0
226773,226774,"washington, dc, usa",61.0
90472,90473,"knoxville, tennessee, usa",14.0
274380,274381,"auckland, auckland, new zealand",34.0
35340,35341,"bridgend, mid glamorgan, wales, united kingdom",22.0
16883,16884,"stuhr, niedersachsen, germany",20.0
154002,154003,"toronto, ontario, canada",30.0
179909,179910,"frankfurt, n/a, germany",
189376,189377,"lebach, saarland, germany",57.0
32239,32240,"walden, new york, usa",37.0
236799,236800,"philadelphia, pennsylvania, usa",
276342,276343,"mildura, victoria, australia",
181123,181124,"oakland, california, usa",
197941,197942,"homer, alaska, usa",
17438,17439,"scottsdale, arizona, usa",
216049,216050,"houston, texas, usa",
12992,12993,"madrid, basilicata, spain",32.0
192436,192437,"washington, dc, usa",
218449,218450,"north central, florida, usa",22.0
166404,166405,"fort st. john, british columbia, canada",
222959,222960,"san francisco, california, usa",37.0
67003,67004,"bielefeld, nordrhein-westfalen, germany",37.0
84994,84995,"paris, ile de france, france",26.0
158472,158473,"rome, lazio, italy",32.0
140114,140115,"north miami, florida, usa",27.0
143793,143794,"lund, skåna, sweden",23.0
230300,230301,"omaha, nebraska, usa",49.0
175889,175890,"athens, georgia, usa",24.0
70751,70752,"selbourne, tasmania, australia",
12855,12856,"seville, andalucia, spain",31.0
266641,266642,"milwaukie, oregon, usa",
15000,15001,"palm bay, florida, usa",41.0
31540,31541,"wilmington, north carolina, usa",
168846,168847,"nanaimo, british columbia, canada",
11546,11547,"valley springs, california, usa",19.0
159213,159214,"dunedin, otago, new zealand",
268064,268065,"lakeside, california, usa",
141972,141973,"fontana, california, usa",41.0
144712,144713,"andover, massachusetts, usa",16.0
29525,29526,"knoxville, tennessee, usa",26.0
204932,204933,"munich, munich, germany",
175086,175087,"miami, florida, usa",
54141,54142,"adelaide, south australia, australia",
199292,199293,"simpsonville, south carolina, usa",38.0
182333,182334,"somerville, massachusetts, usa",31.0
237770,237771,"newark, ohio, usa",29.0
147202,147203,"concord, new hampshire, usa",16.0
168931,168932,"lugano, ticino, switzerland",
277348,277349,"andoain, gipuzkoa, spain",53.0
58605,58606,"lancaster, pennsylvania, usa",
33042,33043,"greenwood, nova scotia, canada",38.0
251308,251309,"princeton, new jersey, usa",18.0
226382,226383,"adelaide, south australia, australia",13.0
247110,247111,"milan, alaska, italy",
36998,36999,"milwaukee, wisconsin, usa",
224076,224077,"new york, new york, usa",24.0
141054,141055,"geneva, n/a, switzerland",33.0
219615,219616,"high wycombe, buckinghamshire, united kingdom",28.0
156451,156452,"milwaukee, wisconsin, usa",
122546,122547,"curitiba, paraná, brazil",41.0
255475,255476,"torquay, england, united kingdom",
248382,248383,"canton, michigan, usa",
270589,270590,"mainz, rheinland-pfalz, germany",
244651,244652,"fort mcmurray, alberta, canada",
38896,38897,"belo horizonte, minas gerais, brazil",24.0
13680,13681,"bologna, emilia romagna, italy",25.0
261612,261613,"avon, new jersey, usa",53.0
22698,22699,"hicksville, new york, usa",
132000,132001,"lawrence, pennsylvania, usa",30.0
177816,177817,"vicenza, veneto, italy",33.0
235027,235028,"glen iris, victoria, australia",33.0
187809,187810,"cabrils, catalunya, spain",45.0
127344,127345,"seattle, washington, usa",40.0
145394,145395,"bradford, england, united kingdom",29.0
161755,161756,"toronto, ontario, canada",21.0
83520,83521,"midvale, utah, usa",
128111,128112,"marion, north carolina, usa",20.0
46159,46160,"lausanne, vaud, switzerland",29.0
25671,25672,"ottawa, ontario, canada",14.0
159608,159609,"lille, n/a, france",21.0
182455,182456,"hamilton, waikato, new zealand",
257553,257554,"davis, california, usa",
236380,236381,"chester, south carolina, usa",
64389,64390,"cornelius, oregon, usa",
266674,266675,"hattingen, nordrhein-westfalen, germany",45.0
175441,175442,"port alfred, eastern cape, south africa",63.0
48348,48349,"sanremo, liguria, italy",
181116,181117,"jackson, michigan, usa",
183431,183432,"lytham st annes, england, united kingdom",
264497,264498,"slidell, louisiana, usa",
149763,149764,"fort wayne, indiana, usa",38.0
233664,233665,"medford, oregon, usa",
267888,267889,"delaware, ohio, usa",34.0
169219,169220,"victoria, british columbia, canada",
48334,48335,"brescia, lombardia, italy",
94254,94255,"como, lombardia, italy",
140509,140510,"marratxí, florida, spain",43.0
204329,204330,"vienna, virginia, usa",
18999,19000,"cologne (köln), nordrhein-westfalen, germany",
182513,182514,"round rock, texas, usa",
1847,1848,"bellingham, washington, usa",22.0
27904,27905,"asheville, north carolina, usa",
11512,11513,"salzburg, n/a, austria",
270084,270085,"hillarys, western australia, australia",
238300,238301,"manchester, england, united kingdom",33.0
23189,23190,"wasaga beach, ontario, canada",28.0
112733,112734,"seattle, washington, usa",
35143,35144,"galveston, texas, usa",69.0
246006,246007,"brownsville, ontario, canada",
154434,154435,"tehran, n/a, iran",
274901,274902,"nice, paca, france",25.0
